title,creation_date,medium,department,item_width,item_height,item_depth,classification,full_name,nationality,img_url,value
"Mr. and Mrs. Edward Haskell Residence, Pittsburgh: entrance view",1955,ink on tracing paper,Heinz Architectural Center,18.0,10.75,0.0,drawings and watercolors,Herbert Seigle,American,https://cmoa-collection-images.s3.amazonaws.com/thing/98910/1003584.jpg,1
"Mr. and Mrs. Edward Haskell Residence, Pittsburgh: front view",1955,black ink and pale green wash on paper,Heinz Architectural Center,20.75,15.75,0.0,drawings and watercolors,Herbert Seigle,American,https://cmoa-collection-images.s3.amazonaws.com/thing/98909/1003585.jpg,1
"Mr. and Mrs. Edward Haskell Residence, Pittsburgh: entrance court",1955,black ink and pale green wash on paper,Heinz Architectural Center,20.75,15.75,0.0,drawings and watercolors,Herbert Seigle,American,https://cmoa-collection-images.s3.amazonaws.com/thing/98908/1003586.jpg,1
"Mr. and Mrs. Edward Haskell Residence, Pittsburgh: loggia",1955,black ink and pale green wash on paper,Heinz Architectural Center,20.75,15.75,0.0,drawings and watercolors,Herbert Seigle,American,https://cmoa-collection-images.s3.amazonaws.com/thing/98917/1003587.jpg,1
Overseas Highway,1940,color lithograph on paper,Fine Arts,22.0,16.0,0.0,prints,Ralston Crawford,American,https://cmoa-collection-images.s3.amazonaws.com/thing/76879/1003591.jpg,1
"Trois Nus Debout a Droite, Esquisses de Tetes, from Le Chef d'oeuvre Inconnu",1927,etching on paper,Fine Arts,19.25,14.25,0.0,prints,Pablo Picasso,Spanish,https://cmoa-collection-images.s3.amazonaws.com/thing/108418/1003592.jpg,1
The Peddler,c. 1930,"graphite, crayon and watercolor on paper",Fine Arts,19.25,14.25,0.0,drawings and watercolors,Don Freeman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/89465/1003593-crop.jpg,1
Prototype for Box,1922 or earlier,stamped aluminum and lacquer,Decorative Arts and Design,5.0,1.5,5.0,Metals,René Lalique,French,https://cmoa-collection-images.s3.amazonaws.com/thing/11411/1003601.jpg,1
Prototype for Box,1922 or earlier,stamped aluminum and lacquer,Decorative Arts and Design,1.75,1.0,1.75,Metals,René Lalique,French,https://cmoa-collection-images.s3.amazonaws.com/thing/11412/1003602.jpg,1
Cosemtic box,1922,stamped aluminum and lacquer,Decorative Arts and Design,3.0,1.125,3.0,Metals,René Lalique|Roger & Gallet,French|French,https://cmoa-collection-images.s3.amazonaws.com/thing/11413/1003603.jpg,1
Cosmetic box,1922,stamped aluminum and lacquer,Decorative Arts and Design,3.0,0.875,3.0,Metals,René Lalique|Roger & Gallet,French|French,https://cmoa-collection-images.s3.amazonaws.com/thing/11414/1003604.jpg,1
Box for powder and rouge,1922,stamped aluminum and lacquer,Decorative Arts and Design,3.0,0.625,3.0,Metals,René Lalique|Roger & Gallet,French|French,https://cmoa-collection-images.s3.amazonaws.com/thing/11415/1003605.jpg,1
The Homer Cup,1844,silver and silver gilt,Decorative Arts and Design,5.0,4.5,5.5,Metals,Benjamin Schlick|Elkington & Company,Danish|British,https://cmoa-collection-images.s3.amazonaws.com/thing/27894/1003606.jpg,1
A Philosopher Giving a Lecture on the Orrery,1768,mezzotint,Fine Arts,23.75,19.75,0.0,prints,William Pether|Joseph Wright of Derby,English|British,https://cmoa-collection-images.s3.amazonaws.com/thing/54187/1003607.jpg,1
Family Portrait,c. 1880,albumen print,Photography,16.875,12.5,0.0,photographs,Henry Pfaff,American,https://cmoa-collection-images.s3.amazonaws.com/thing/113561/1003610.jpg,1
Portrait of a Boy,1920s,gelatin silver print,Photography,8.875,7.25,0.0,photographs,Abraham Sissman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/113563/1003611.jpg,1
Portrait of a Woman Holding a Book or Daguerreotype Case,early 1850s,daguerreotype,Photography,2.25,2.625,0.5,photographs,Robert M. Cargo,American,https://cmoa-collection-images.s3.amazonaws.com/thing/113913/1998-19-image.jpg,1
Pillows,1994,oil on canvas,Contemporary Art,26.5,21.5,1.0,paintings,Luc Tuymans,Belgian,https://cmoa-collection-images.s3.amazonaws.com/thing/204685/1003614.jpg,1
Pen knife,"designed 1987, manufactured 1997","steel, aluminum",Decorative Arts and Design,0.5,6.75,0.5,Metals,Philippe Starck|SARL Forge de Laguiole,French|French,https://cmoa-collection-images.s3.amazonaws.com/thing/5507/CMA-1998-21-1.jpg,1
Pen knife,"designed 1987, manufactured 1997","steel, aluminum",Decorative Arts and Design,0.625,8.25,0.5,Metals,Philippe Starck|SARL Forge de Laguiole,French|French,https://cmoa-collection-images.s3.amazonaws.com/thing/5509/CMA-1998-21-2.jpg,1
Bookcase,1776,"painted mahogany, gilded bronze, and brass",Decorative Arts and Design,41.0,76.5,13.25,Wood,Robert Adam|Antonio Zucchi,British|Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/96507/1003618-3.jpg,1
Bookcase,1776,"painted mahogany, gilded bronze, and brass",Decorative Arts and Design,41.0,76.5,13.25,Wood,Robert Adam|Antonio Zucchi,British|Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/96513/1003619-2.jpg,1
Ray Hollis ashtray,"designed 1986, manufactured 1997",aluminum,Decorative Arts and Design,4.5,4.25,2.875,Metals,Philippe Starck|XO,French|French,https://cmoa-collection-images.s3.amazonaws.com/thing/1888/CMA-1998-22.jpg,1
1991 Pennsylvania Governor's Award for Excellence in the Humanities,1991,glass,Decorative Arts and Design,6.875,19.5,5.5,sculpture,Christopher Ries|Schott Glass Technologies,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/2679/CMA-1998-23.jpg,1
Footed bowl,c. 1925,earthenware,Decorative Arts and Design,8.875,2.75,9.0,Ceramics,Otto Lindig,German,https://cmoa-collection-images.s3.amazonaws.com/thing/1123/CMA-1998-24-10-1.jpg,1
Plate,c. 1925,earthenware,Decorative Arts and Design,7.5,1.0,7.5,Ceramics,Otto Lindig,German,https://cmoa-collection-images.s3.amazonaws.com/thing/2814/CMA-1998-24-10-2.jpg,1
Cake plate,1930,earthenware,Decorative Arts and Design,7.75,1.125,7.75,Ceramics,Otto Lindig|Staatliche Majolika-Manufaktur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/2815/CMA-1998-24-11-10.jpg,1
Cake plate,1930,earthenware,Decorative Arts and Design,7.625,1.125,7.75,Ceramics,Otto Lindig|Staatliche Majolika-Manufaktur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/2816/CMA-1998-24-11-11.jpg,1
Cake plate,1930,earthenware,Decorative Arts and Design,7.625,1.125,7.5,Ceramics,Otto Lindig|Staatliche Majolika-Manufaktur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/2817/CMA-1998-24-11-12.jpg,1
Cake plate,1930,earthenware,Decorative Arts and Design,7.625,1.125,7.75,Ceramics,Otto Lindig|Staatliche Majolika-Manufaktur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/2818/CMA-1998-24-11-13.jpg,1
Cake plate,1930,earthenware,Decorative Arts and Design,7.5,1.125,7.5,Ceramics,Otto Lindig|Staatliche Majolika-Manufaktur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/2819/CMA-1998-24-11-14.jpg,1
Creamer,1930,earthenware,Decorative Arts and Design,6.125,2.75,4.0,Ceramics,Otto Lindig|Staatliche Majolika-Manufaktur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1639/CMA-1998-24-11-15.jpg,1
Teapot,1930,earthenware,Decorative Arts and Design,10.5,6.5,7.0,Ceramics,Otto Lindig|Staatliche Majolika-Manufaktur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/11970/1003630.jpg,1
Coffeepot,1930,earthenware,Decorative Arts and Design,8.5,7.25,5.375,Ceramics,Otto Lindig|Staatliche Majolika-Manufaktur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1640/CMA-1998-24-11-2-A-B.jpg,1
Cup and saucer,1930,earthenware,Decorative Arts and Design,6.75,2.5,6.75,Ceramics,Otto Lindig|Staatliche Majolika-Manufaktur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1124/CMA-1998-24-11-3-A-B.jpg,1
Cup and saucer,1930,earthenware,Decorative Arts and Design,6.75,2.5,6.75,Ceramics,Otto Lindig|Staatliche Majolika-Manufaktur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/2926/CMA-1998-24-11-4-A-B.jpg,1
Cup and saucer,1930,earthenware,Decorative Arts and Design,6.625,2.375,6.625,Ceramics,Otto Lindig|Staatliche Majolika-Manufaktur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1125/CMA-1998-24-11-5-A-B.jpg,1
Cup and saucer,1930,earthenware,Decorative Arts and Design,6.875,2.5,6.875,Ceramics,Otto Lindig|Staatliche Majolika-Manufaktur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1126/CMA-1998-24-11-6-A-B.jpg,1
Cup and saucer,1930,earthenware,Decorative Arts and Design,6.875,2.5,6.875,Ceramics,Otto Lindig|Staatliche Majolika-Manufaktur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/11973/1003636.jpg,1
Cup and saucer,1930,earthenware,Decorative Arts and Design,6.875,2.75,6.875,Ceramics,Otto Lindig|Staatliche Majolika-Manufaktur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/11976/1003637.jpg,1
Cake plate,1930,earthenware coffee and tea service,Decorative Arts and Design,7.75,1.125,7.75,Ceramics,Otto Lindig|Staatliche Majolika-Manufaktur,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1641/CMA-1998-24-11-9.jpg,1
Dish,c. 1922,earthenware,Decorative Arts and Design,7.25,0.75,7.25,Ceramics,Hedwig Bollhagen|Velten-Vordamm,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1889/CMA-1998-24-1-1.jpg,1
Flowerpot,c. 1929,earthenware,Decorative Arts and Design,6.5,5.375,6.0,Ceramics,Margarete Marks|Hael-Werkstatten,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1128/CMA-1998-24-12-1.jpg,1
Bowl,c. 1929,earthenware,Decorative Arts and Design,11.875,3.75,11.75,Ceramics,Margarete Marks|Hael-Werkstatten,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1129/CMA-1998-24-12-2.jpg,1
Footed bowl,c. 1929,earthenware,Decorative Arts and Design,8.5,2.75,8.25,Ceramics,Margarete Marks|Hael-Werkstatten,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1130/CMA-1998-24-12-3.jpg,1
Bowl,c. 1922,earthenware,Decorative Arts and Design,5.0,3.25,5.0,Ceramics,Hedwig Bollhagen|Velten-Vordamm,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1127/CMA-1998-24-1-2.jpg,1
Teapot,1930-1934,glass,Decorative Arts and Design,11.188,5.5,0.0,Glass,Wilhelm Wagenfeld|Schott Jenaer Glas GMBH,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/68102/1003646.jpg,1
Cup and saucer,c. 1929,earthenware,Decorative Arts and Design,6.625,2.75,6.625,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1132/CMA-1998-24-16-10-A-B.jpg,1
Cup and saucer,c. 1929,earthenware,Decorative Arts and Design,6.625,2.75,6.625,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1133/CMA-1998-24-16-11-A-B.jpg,1
Cup and saucer,c. 1929,earthenware,Decorative Arts and Design,6.625,2.75,6.625,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1134/CMA-1998-24-16-12-A-B.jpg,1
Cup and saucer,c. 1929,earthenware,Decorative Arts and Design,6.625,2.75,6.625,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1135/CMA-1998-24-16-13-A-B.jpg,1
Cup and saucer,c. 1929,earthenware,Decorative Arts and Design,6.625,2.75,6.625,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1136/CMA-1998-24-16-14-A-B.jpg,1
Sugar bowl,c. 1929,earthenware,Decorative Arts and Design,6.25,3.875,4.5,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1137/CMA-1998-24-16-15-A-B.jpg,1
Creamer,c. 1929,earthenware,Decorative Arts and Design,5.625,2.5,4.0,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1138/CMA-1998-24-16-16.jpg,1
Jug,c. 1929,earthenware,Decorative Arts and Design,5.25,4.625,2.875,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1139/CMA-1998-24-16-17.jpg,1
Teapot,c. 1929,earthenware,Decorative Arts and Design,10.0,5.25,6.25,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1643/CMA-1998-24-16-1-A-B.jpg,1
Cake plate,c. 1929,earthenware,Decorative Arts and Design,7.625,0.875,7.75,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1644/CMA-1998-24-16-3.jpg,1
Cake plate,c. 1929,earthenware,Decorative Arts and Design,7.625,0.875,7.75,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1645/CMA-1998-24-16-4.jpg,1
Cake plate,c. 1929,earthenware,Decorative Arts and Design,7.625,0.875,7.75,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1646/CMA-1998-24-16-5.jpg,1
Cake plate,c. 1929,earthenware,Decorative Arts and Design,7.625,0.875,7.75,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1647/CMA-1998-24-16-6.jpg,1
Cake plate,c. 1929,earthenware,Decorative Arts and Design,7.625,0.875,7.75,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1648/CMA-1998-24-16-7.jpg,1
Cake plate,c. 1929,earthenware,Decorative Arts and Design,7.625,0.875,7.75,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1649/CMA-1998-24-16-8.jpg,1
Cup and saucer,c. 1929,earthenware,Decorative Arts and Design,6.625,2.75,6.625,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1650/CMA-1998-24-16-9-A-B.jpg,1
Cake plate,c. 1929,earthenware,Decorative Arts and Design,7.625,0.875,7.75,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1890/CMA-1998-24-17-10.jpg,1
Teapot,c. 1929,earthenware,Decorative Arts and Design,10.0,5.25,6.25,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1891/CMA-1998-24-17-1-A-B.jpg,1
Sugar bowl,c. 1929,earthenware,Decorative Arts and Design,6.25,3.5,4.25,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1892/CMA-1998-24-17-2-A-B.jpg,1
Cup and saucer,c. 1929,earthenware,Decorative Arts and Design,6.625,2.5,6.5,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/2680/CMA-1998-24-17-3-A-B.jpg,1
Cup and saucer,c. 1929,earthenware,Decorative Arts and Design,6.75,2.5,6.5,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/2681/CMA-1998-24-17-4-A-B.jpg,1
Cup and saucer,c. 1929,earthenware,Decorative Arts and Design,6.625,2.375,6.5,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/2682/CMA-1998-24-17-5-A-B.jpg,1
Cup and saucer,c. 1929,earthenware,Decorative Arts and Design,6.875,2.5,6.5,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/2683/CMA-1998-24-17-6-A-B.jpg,1
Cake plate,c. 1929,earthenware,Decorative Arts and Design,7.625,0.875,7.75,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1893/CMA-1998-24-17-7.jpg,1
Cake plate,c. 1929,earthenware,Decorative Arts and Design,7.625,0.875,7.75,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1894/CMA-1998-24-17-8.jpg,1
Cake plate,c. 1929,earthenware,Decorative Arts and Design,7.625,0.875,7.75,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1895/CMA-1998-24-17-9.jpg,1
Circular dish,c. 1922,earthenware,Decorative Arts and Design,9.25,1.875,9.25,Ceramics,Werner Burri|Velten-Vordamm,Swiss|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1896/CMA-1998-24-2-2.jpg,1
Cactus (flower) pot,c. 1922,earthenware,Decorative Arts and Design,5.75,2.375,5.875,Ceramics,Werner Burri|Velten-Vordamm,Swiss|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1897/CMA-1998-24-3.jpg,1
Teapot,1932,earthenware,Decorative Arts and Design,9.5,7.0,6.5,Ceramics,Ursula Fesca|Wachstersbacher Steingutfabrik,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1651/CMA-1998-24-5-1-A-B.jpg,1
Creamer,1932,earthenware tea service,Decorative Arts and Design,5.125,2.25,3.25,Ceramics,Ursula Fesca|Wachstersbacher Steingutfabrik,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1652/CMA-1998-24-5-2.jpg,1
Sugar bowl,1932,earthenware,Decorative Arts and Design,4.0,2.75,4.0,Ceramics,Ursula Fesca|Wachstersbacher Steingutfabrik,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1653/CMA-1998-24-5-3-A-B.jpg,1
